task_name,method,seed,num_episodes,beta,policy_value,behavior_value,optimal_value,suboptimality_gap,root_action,root_action_count,expected_chosen_count,low_support_mass,action_agreement_mass,chosen_action_q_error,chosen_action_bonus,root_true_q,root_q_hat,root_q_value,root_bonus
near_intrinsic_branching_mdp,greedy,0,10,0.0,0.95,0.744575,0.95,0.0,1,2.0,4.0,2.0,1.0,0.08333333333333337,0.0,0.95,1.0,1.0,0.0
near_intrinsic_branching_mdp,support_masked,0,10,0.0,0.95,0.744575,0.95,0.0,1,2.0,4.0,2.0,1.0,0.08333333333333337,0.0,0.95,1.0,1.0,0.0
near_intrinsic_branching_mdp,greedy,1,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7999999999999999,1.125,1.125,0.0
near_intrinsic_branching_mdp,support_masked,1,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7999999999999999,1.125,1.125,0.0
near_intrinsic_branching_mdp,greedy,2,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,-0.12962962962962957,0.0,0.7999999999999999,0.7361111111111112,0.7361111111111112,0.0
near_intrinsic_branching_mdp,support_masked,2,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,-0.12962962962962957,0.0,0.7999999999999999,0.7361111111111112,0.7361111111111112,0.0
near_intrinsic_branching_mdp,greedy,3,10,0.0,0.7,0.744575,0.95,0.25,1,1.0,4.0,2.0,0.6666666666666666,1.0666666666666667,0.0,0.7,2.0,2.0,0.0
near_intrinsic_branching_mdp,support_masked,3,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.07870370370370376,0.0,0.7999999999999999,0.9861111111111112,0.9861111111111112,0.0
near_intrinsic_branching_mdp,greedy,4,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,10.0,28.0,0.0,0.6666666666666666,0.2851851851851852,0.0,0.7999999999999999,1.1888888888888889,1.1888888888888889,0.0
near_intrinsic_branching_mdp,support_masked,4,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,10.0,28.0,0.0,0.6666666666666666,0.2851851851851852,0.0,0.7999999999999999,1.1888888888888889,1.1888888888888889,0.0
near_intrinsic_branching_mdp,greedy,5,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,27.0,0.0,0.6666666666666666,0.25925925925925936,0.0,0.7999999999999999,1.1111111111111112,1.1111111111111112,0.0
near_intrinsic_branching_mdp,support_masked,5,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,27.0,0.0,0.6666666666666666,0.25925925925925936,0.0,0.7999999999999999,1.1111111111111112,1.1111111111111112,0.0
near_intrinsic_branching_mdp,greedy,6,10,0.0,0.55,0.744575,0.95,0.3999999999999999,0,9.0,11.0,2.0,0.3333333333333333,0.5703703703703704,0.0,0.55,1.1111111111111112,1.1111111111111112,0.0
near_intrinsic_branching_mdp,support_masked,6,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.1620370370370371,0.0,0.7999999999999999,0.9861111111111112,0.9861111111111112,0.0
near_intrinsic_branching_mdp,greedy,7,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,27.0,0.0,0.6666666666666666,0.3703703703703704,0.0,0.7999999999999999,1.1111111111111112,1.1111111111111112,0.0
near_intrinsic_branching_mdp,support_masked,7,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,27.0,0.0,0.6666666666666666,0.3703703703703704,0.0,0.7999999999999999,1.1111111111111112,1.1111111111111112,0.0
near_intrinsic_branching_mdp,greedy,8,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,7.0,19.0,0.0,0.6666666666666666,-0.007936507936507908,0.0,0.7999999999999999,0.8095238095238095,0.8095238095238095,0.0
near_intrinsic_branching_mdp,support_masked,8,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,7.0,19.0,0.0,0.6666666666666666,-0.007936507936507908,0.0,0.7999999999999999,0.8095238095238095,0.8095238095238095,0.0
near_intrinsic_branching_mdp,greedy,9,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,22.0,0.0,0.6666666666666666,0.06084656084656085,0.0,0.7999999999999999,0.8968253968253967,0.8968253968253967,0.0
near_intrinsic_branching_mdp,support_masked,9,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,22.0,0.0,0.6666666666666666,0.06084656084656085,0.0,0.7999999999999999,0.8968253968253967,0.8968253968253967,0.0
near_intrinsic_branching_mdp,greedy,10,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,10.0,30.0,0.0,0.6666666666666666,-0.16666666666666663,0.0,0.7999999999999999,0.6,0.6,0.0
near_intrinsic_branching_mdp,support_masked,10,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,10.0,30.0,0.0,0.6666666666666666,-0.16666666666666663,0.0,0.7999999999999999,0.6,0.6,0.0
near_intrinsic_branching_mdp,greedy,11,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.1666666666666667,0.0,0.7999999999999999,0.875,0.875,0.0
near_intrinsic_branching_mdp,support_masked,11,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,9.0,25.0,0.0,0.6666666666666666,0.1666666666666667,0.0,0.7999999999999999,0.875,0.875,0.0
near_intrinsic_branching_mdp,greedy,12,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,8.0,24.0,0.0,0.6666666666666666,0.4166666666666667,0.0,0.7999999999999999,1.25,1.25,0.0
near_intrinsic_branching_mdp,support_masked,12,10,0.0,0.7999999999999999,0.744575,0.95,0.15000000000000002,0,8.0,24.0,0.0,0.6666666666666666,0.4166666666666667,0.0,0.7999999999999999,1.25,1.25,0.0
near_intrinsic_branching_mdp,greedy,13,10,0.0,0.55,0.744575,0.95,0.3999999999999999,0,10.0,12.0,2.0,0.3333333333333333,0.6,0.0,0.55,1.2,1.2,0.0
