task_name,method,seed,num_episodes,beta,policy_value,behavior_value,optimal_value,suboptimality_gap,root_action,root_action_count,expected_chosen_count,low_support_mass
branching_mdp,pessimistic,53,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,57.0,0.0
branching_mdp,greedy,54,20,0.8,0.55,0.78373,0.9,0.35,1,1.0,4.0,2.0
branching_mdp,pessimistic,54,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,52.0,0.0
branching_mdp,greedy,55,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,49.0,0.0
branching_mdp,pessimistic,55,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,49.0,0.0
branching_mdp,greedy,56,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,55.0,0.0
branching_mdp,pessimistic,56,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,55.0,0.0
branching_mdp,greedy,57,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,50.0,0.0
branching_mdp,pessimistic,57,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,50.0,0.0
branching_mdp,greedy,58,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,47.0,0.0
branching_mdp,pessimistic,58,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,47.0,0.0
branching_mdp,greedy,59,20,0.8,0.55,0.78373,0.9,0.35,1,1.0,5.0,2.0
branching_mdp,pessimistic,59,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,50.0,0.0
branching_mdp,greedy,60,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,49.0,0.0
branching_mdp,pessimistic,60,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,49.0,0.0
branching_mdp,greedy,61,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,49.0,0.0
branching_mdp,pessimistic,61,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,49.0,0.0
branching_mdp,greedy,62,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,54.0,0.0
branching_mdp,pessimistic,62,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,54.0,0.0
branching_mdp,greedy,63,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,45.0,0.0
branching_mdp,pessimistic,63,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,45.0,0.0
branching_mdp,greedy,64,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,46.0,0.0
branching_mdp,pessimistic,64,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,46.0,0.0
branching_mdp,greedy,65,20,0.8,0.15000000000000002,0.78373,0.9,0.75,1,3.0,8.0,1.0
branching_mdp,pessimistic,65,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,47.0,0.0
branching_mdp,greedy,66,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,49.0,0.0
branching_mdp,pessimistic,66,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,49.0,0.0
branching_mdp,greedy,67,20,0.8,0.9,0.78373,0.9,0.0,0,16.0,44.0,0.0
branching_mdp,pessimistic,67,20,0.8,0.9,0.78373,0.9,0.0,0,16.0,44.0,0.0
branching_mdp,greedy,68,20,0.8,0.55,0.78373,0.9,0.35,1,2.0,7.0,1.0
branching_mdp,pessimistic,68,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,50.0,0.0
branching_mdp,greedy,69,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,51.0,0.0
branching_mdp,pessimistic,69,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,51.0,0.0
branching_mdp,greedy,70,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,51.0,0.0
branching_mdp,pessimistic,70,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,51.0,0.0
branching_mdp,greedy,71,20,0.8,0.55,0.78373,0.9,0.35,1,2.0,6.0,1.0
branching_mdp,pessimistic,71,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,47.0,0.0
branching_mdp,greedy,72,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,58.0,0.0
branching_mdp,pessimistic,72,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,58.0,0.0
branching_mdp,greedy,73,20,0.8,0.9,0.78373,0.9,0.0,0,16.0,44.0,0.0
branching_mdp,pessimistic,73,20,0.8,0.9,0.78373,0.9,0.0,0,16.0,44.0,0.0
branching_mdp,greedy,74,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,45.0,0.0
branching_mdp,pessimistic,74,20,0.8,0.9,0.78373,0.9,0.0,0,17.0,45.0,0.0
branching_mdp,greedy,75,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,48.0,0.0
branching_mdp,pessimistic,75,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,48.0,0.0
branching_mdp,greedy,76,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,48.0,0.0
branching_mdp,pessimistic,76,20,0.8,0.9,0.78373,0.9,0.0,0,18.0,48.0,0.0
branching_mdp,greedy,77,20,0.8,0.44999999999999996,0.78373,0.9,0.45000000000000007,0,20.0,37.0,1.0
branching_mdp,pessimistic,77,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,51.0,0.0
branching_mdp,greedy,78,20,0.8,0.25,0.78373,0.9,0.65,0,19.0,22.0,1.0
branching_mdp,pessimistic,78,20,0.8,0.9,0.78373,0.9,0.0,0,19.0,55.0,0.0
branching_mdp,greedy,79,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,46.0,0.0
branching_mdp,pessimistic,79,20,0.8,0.9,0.78373,0.9,0.0,0,20.0,46.0,0.0
branching_mdp,greedy,0,50,0.8,0.55,0.78373,0.9,0.35,1,6.0,17.0,0.0
branching_mdp,pessimistic,0,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,122.0,0.0
branching_mdp,greedy,1,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,119.0,0.0
branching_mdp,pessimistic,1,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,119.0,0.0
branching_mdp,greedy,2,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,120.0,0.0
branching_mdp,pessimistic,2,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,120.0,0.0
branching_mdp,greedy,3,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,134.0,0.0
branching_mdp,pessimistic,3,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,134.0,0.0
branching_mdp,greedy,4,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,126.0,0.0
branching_mdp,pessimistic,4,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,126.0,0.0
branching_mdp,greedy,5,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,127.0,0.0
branching_mdp,pessimistic,5,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,127.0,0.0
branching_mdp,greedy,6,50,0.8,0.44999999999999996,0.78373,0.9,0.45000000000000007,0,47.0,91.0,1.0
branching_mdp,pessimistic,6,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,132.0,0.0
branching_mdp,greedy,7,50,0.8,0.9,0.78373,0.9,0.0,0,41.0,119.0,0.0
branching_mdp,pessimistic,7,50,0.8,0.9,0.78373,0.9,0.0,0,41.0,119.0,0.0
branching_mdp,greedy,8,50,0.8,0.9,0.78373,0.9,0.0,0,42.0,123.0,0.0
branching_mdp,pessimistic,8,50,0.8,0.9,0.78373,0.9,0.0,0,42.0,123.0,0.0
branching_mdp,greedy,9,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,130.0,0.0
branching_mdp,pessimistic,9,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,130.0,0.0
branching_mdp,greedy,10,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,125.0,0.0
branching_mdp,pessimistic,10,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,125.0,0.0
branching_mdp,greedy,11,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,135.0,0.0
branching_mdp,pessimistic,11,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,135.0,0.0
branching_mdp,greedy,12,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,130.0,0.0
branching_mdp,pessimistic,12,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,130.0,0.0
branching_mdp,greedy,13,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,126.0,0.0
branching_mdp,pessimistic,13,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,126.0,0.0
branching_mdp,greedy,14,50,0.8,0.55,0.78373,0.9,0.35,1,5.0,17.0,0.0
branching_mdp,pessimistic,14,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,127.0,0.0
branching_mdp,greedy,15,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,123.0,0.0
branching_mdp,pessimistic,15,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,123.0,0.0
branching_mdp,greedy,16,50,0.8,0.55,0.78373,0.9,0.35,1,1.0,7.0,2.0
branching_mdp,pessimistic,16,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,132.0,0.0
branching_mdp,greedy,17,50,0.8,0.9,0.78373,0.9,0.0,0,42.0,112.0,0.0
branching_mdp,pessimistic,17,50,0.8,0.9,0.78373,0.9,0.0,0,42.0,112.0,0.0
branching_mdp,greedy,18,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,124.0,0.0
branching_mdp,pessimistic,18,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,124.0,0.0
branching_mdp,greedy,19,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,115.0,0.0
branching_mdp,pessimistic,19,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,115.0,0.0
branching_mdp,greedy,20,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,128.0,0.0
branching_mdp,pessimistic,20,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,128.0,0.0
branching_mdp,greedy,21,50,0.8,0.55,0.78373,0.9,0.35,1,2.0,6.0,0.0
branching_mdp,pessimistic,21,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,136.0,0.0
branching_mdp,greedy,22,50,0.8,0.55,0.78373,0.9,0.35,1,2.0,10.0,0.0
branching_mdp,pessimistic,22,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,133.0,0.0
branching_mdp,greedy,23,50,0.8,0.55,0.78373,0.9,0.35,1,2.0,8.0,1.0
branching_mdp,pessimistic,23,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,130.0,0.0
branching_mdp,greedy,24,50,0.8,0.55,0.78373,0.9,0.35,1,2.0,8.0,1.0
branching_mdp,pessimistic,24,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,131.0,0.0
branching_mdp,greedy,25,50,0.8,0.55,0.78373,0.9,0.35,1,4.0,14.0,0.0
branching_mdp,pessimistic,25,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,130.0,0.0
branching_mdp,greedy,26,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,120.0,0.0
branching_mdp,pessimistic,26,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,120.0,0.0
branching_mdp,greedy,27,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,118.0,0.0
branching_mdp,pessimistic,27,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,118.0,0.0
branching_mdp,greedy,28,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,119.0,0.0
branching_mdp,pessimistic,28,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,119.0,0.0
branching_mdp,greedy,29,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,125.0,0.0
branching_mdp,pessimistic,29,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,125.0,0.0
branching_mdp,greedy,30,50,0.8,0.9,0.78373,0.9,0.0,0,50.0,132.0,0.0
branching_mdp,pessimistic,30,50,0.8,0.9,0.78373,0.9,0.0,0,50.0,132.0,0.0
branching_mdp,greedy,31,50,0.8,0.44999999999999996,0.78373,0.9,0.45000000000000007,0,43.0,89.0,0.0
branching_mdp,pessimistic,31,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,123.0,0.0
branching_mdp,greedy,32,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,125.0,0.0
branching_mdp,pessimistic,32,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,125.0,0.0
branching_mdp,greedy,33,50,0.8,0.9,0.78373,0.9,0.0,0,50.0,144.0,0.0
branching_mdp,pessimistic,33,50,0.8,0.9,0.78373,0.9,0.0,0,50.0,144.0,0.0
branching_mdp,greedy,34,50,0.8,0.55,0.78373,0.9,0.35,1,7.0,19.0,0.0
branching_mdp,pessimistic,34,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,120.0,0.0
branching_mdp,greedy,35,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,124.0,0.0
branching_mdp,pessimistic,35,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,124.0,0.0
branching_mdp,greedy,36,50,0.8,0.55,0.78373,0.9,0.35,1,2.0,6.0,1.0
branching_mdp,pessimistic,36,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,134.0,0.0
branching_mdp,greedy,37,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,125.0,0.0
branching_mdp,pessimistic,37,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,125.0,0.0
branching_mdp,greedy,38,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,127.0,0.0
branching_mdp,pessimistic,38,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,127.0,0.0
branching_mdp,greedy,39,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,129.0,0.0
branching_mdp,pessimistic,39,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,129.0,0.0
branching_mdp,greedy,40,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,132.0,0.0
branching_mdp,pessimistic,40,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,132.0,0.0
branching_mdp,greedy,41,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,113.0,0.0
branching_mdp,pessimistic,41,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,113.0,0.0
branching_mdp,greedy,42,50,0.8,0.55,0.78373,0.9,0.35,1,3.0,12.0,0.0
branching_mdp,pessimistic,42,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,124.0,0.0
branching_mdp,greedy,43,50,0.8,0.15000000000000002,0.78373,0.9,0.75,1,3.0,8.0,1.0
branching_mdp,pessimistic,43,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,124.0,0.0
branching_mdp,greedy,44,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,132.0,0.0
branching_mdp,pessimistic,44,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,132.0,0.0
branching_mdp,greedy,45,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,131.0,0.0
branching_mdp,pessimistic,45,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,131.0,0.0
branching_mdp,greedy,46,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,123.0,0.0
branching_mdp,pessimistic,46,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,123.0,0.0
branching_mdp,greedy,47,50,0.8,0.55,0.78373,0.9,0.35,1,1.0,5.0,2.0
branching_mdp,pessimistic,47,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,133.0,0.0
branching_mdp,greedy,48,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,130.0,0.0
branching_mdp,pessimistic,48,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,130.0,0.0
branching_mdp,greedy,49,50,0.8,0.55,0.78373,0.9,0.35,1,3.0,12.0,0.0
branching_mdp,pessimistic,49,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,123.0,0.0
branching_mdp,greedy,50,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,125.0,0.0
branching_mdp,pessimistic,50,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,125.0,0.0
branching_mdp,greedy,51,50,0.8,0.44999999999999996,0.78373,0.9,0.45000000000000007,0,48.0,91.0,0.0
branching_mdp,pessimistic,51,50,0.8,0.44999999999999996,0.78373,0.9,0.45000000000000007,0,48.0,91.0,0.0
branching_mdp,greedy,52,50,0.8,0.55,0.78373,0.9,0.35,1,7.0,20.0,0.0
branching_mdp,pessimistic,52,50,0.8,0.9,0.78373,0.9,0.0,0,43.0,118.0,0.0
branching_mdp,greedy,53,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,133.0,0.0
branching_mdp,pessimistic,53,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,133.0,0.0
branching_mdp,greedy,54,50,0.8,0.55,0.78373,0.9,0.35,1,2.0,7.0,0.0
branching_mdp,pessimistic,54,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,133.0,0.0
branching_mdp,greedy,55,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,124.0,0.0
branching_mdp,pessimistic,55,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,124.0,0.0
branching_mdp,greedy,56,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,132.0,0.0
branching_mdp,pessimistic,56,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,132.0,0.0
branching_mdp,greedy,57,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,131.0,0.0
branching_mdp,pessimistic,57,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,131.0,0.0
branching_mdp,greedy,58,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,116.0,0.0
branching_mdp,pessimistic,58,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,116.0,0.0
branching_mdp,greedy,59,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,127.0,0.0
branching_mdp,pessimistic,59,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,127.0,0.0
branching_mdp,greedy,60,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,129.0,0.0
branching_mdp,pessimistic,60,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,129.0,0.0
branching_mdp,greedy,61,50,0.8,0.15000000000000002,0.78373,0.9,0.75,1,4.0,12.0,1.0
branching_mdp,pessimistic,61,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,126.0,0.0
branching_mdp,greedy,62,50,0.8,0.55,0.78373,0.9,0.35,1,1.0,8.0,2.0
branching_mdp,pessimistic,62,50,0.8,0.9,0.78373,0.9,0.0,0,49.0,131.0,0.0
branching_mdp,greedy,63,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,116.0,0.0
branching_mdp,pessimistic,63,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,116.0,0.0
branching_mdp,greedy,64,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,124.0,0.0
branching_mdp,pessimistic,64,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,124.0,0.0
branching_mdp,greedy,65,50,0.8,0.15000000000000002,0.78373,0.9,0.75,1,5.0,15.0,1.0
branching_mdp,pessimistic,65,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,120.0,0.0
branching_mdp,greedy,66,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,129.0,0.0
branching_mdp,pessimistic,66,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,129.0,0.0
branching_mdp,greedy,67,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,121.0,0.0
branching_mdp,pessimistic,67,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,121.0,0.0
branching_mdp,greedy,68,50,0.8,0.55,0.78373,0.9,0.35,1,3.0,15.0,0.0
branching_mdp,pessimistic,68,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,125.0,0.0
branching_mdp,greedy,69,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,126.0,0.0
branching_mdp,pessimistic,69,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,126.0,0.0
branching_mdp,greedy,70,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,123.0,0.0
branching_mdp,pessimistic,70,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,123.0,0.0
branching_mdp,greedy,71,50,0.8,0.55,0.78373,0.9,0.35,1,4.0,12.0,0.0
branching_mdp,pessimistic,71,50,0.8,0.9,0.78373,0.9,0.0,0,46.0,124.0,0.0
branching_mdp,greedy,72,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,137.0,0.0
branching_mdp,pessimistic,72,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,137.0,0.0
branching_mdp,greedy,73,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,123.0,0.0
branching_mdp,pessimistic,73,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,123.0,0.0
branching_mdp,greedy,74,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,118.0,0.0
branching_mdp,pessimistic,74,50,0.8,0.9,0.78373,0.9,0.0,0,44.0,118.0,0.0
branching_mdp,greedy,75,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,130.0,0.0
branching_mdp,pessimistic,75,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,130.0,0.0
branching_mdp,greedy,76,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,129.0,0.0
branching_mdp,pessimistic,76,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,129.0,0.0
branching_mdp,greedy,77,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,123.0,0.0
branching_mdp,pessimistic,77,50,0.8,0.9,0.78373,0.9,0.0,0,47.0,123.0,0.0
branching_mdp,greedy,78,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,127.0,0.0
branching_mdp,pessimistic,78,50,0.8,0.9,0.78373,0.9,0.0,0,45.0,127.0,0.0
branching_mdp,greedy,79,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,123.0,0.0
branching_mdp,pessimistic,79,50,0.8,0.9,0.78373,0.9,0.0,0,48.0,123.0,0.0
branching_mdp,greedy,0,100,0.8,0.9,0.78373,0.9,0.0,0,90.0,255.0,0.0
branching_mdp,pessimistic,0,100,0.8,0.9,0.78373,0.9,0.0,0,90.0,255.0,0.0
branching_mdp,greedy,1,100,0.8,0.9,0.78373,0.9,0.0,0,85.0,228.0,0.0
branching_mdp,pessimistic,1,100,0.8,0.9,0.78373,0.9,0.0,0,85.0,228.0,0.0
branching_mdp,greedy,2,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,245.0,0.0
branching_mdp,pessimistic,2,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,245.0,0.0
branching_mdp,greedy,3,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,259.0,0.0
branching_mdp,pessimistic,3,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,259.0,0.0
branching_mdp,greedy,4,100,0.8,0.9,0.78373,0.9,0.0,0,92.0,255.0,0.0
branching_mdp,pessimistic,4,100,0.8,0.9,0.78373,0.9,0.0,0,92.0,255.0,0.0
branching_mdp,greedy,5,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,249.0,0.0
branching_mdp,pessimistic,5,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,249.0,0.0
branching_mdp,greedy,6,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,259.0,0.0
branching_mdp,pessimistic,6,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,259.0,0.0
branching_mdp,greedy,7,100,0.8,0.9,0.78373,0.9,0.0,0,86.0,247.0,0.0
branching_mdp,pessimistic,7,100,0.8,0.9,0.78373,0.9,0.0,0,86.0,247.0,0.0
branching_mdp,greedy,8,100,0.8,0.9,0.78373,0.9,0.0,0,87.0,250.0,0.0
branching_mdp,pessimistic,8,100,0.8,0.9,0.78373,0.9,0.0,0,87.0,250.0,0.0
branching_mdp,greedy,9,100,0.8,0.9,0.78373,0.9,0.0,0,94.0,254.0,0.0
branching_mdp,pessimistic,9,100,0.8,0.9,0.78373,0.9,0.0,0,94.0,254.0,0.0
branching_mdp,greedy,10,100,0.8,0.9,0.78373,0.9,0.0,0,90.0,239.0,0.0
branching_mdp,pessimistic,10,100,0.8,0.9,0.78373,0.9,0.0,0,90.0,239.0,0.0
branching_mdp,greedy,11,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,258.0,0.0
branching_mdp,pessimistic,11,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,258.0,0.0
branching_mdp,greedy,12,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,255.0,0.0
branching_mdp,pessimistic,12,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,255.0,0.0
branching_mdp,greedy,13,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,268.0,0.0
branching_mdp,pessimistic,13,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,268.0,0.0
branching_mdp,greedy,14,100,0.8,0.9,0.78373,0.9,0.0,0,91.0,257.0,0.0
branching_mdp,pessimistic,14,100,0.8,0.9,0.78373,0.9,0.0,0,91.0,257.0,0.0
branching_mdp,greedy,15,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,254.0,0.0
branching_mdp,pessimistic,15,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,254.0,0.0
branching_mdp,greedy,16,100,0.8,0.55,0.78373,0.9,0.35,1,3.0,19.0,0.0
branching_mdp,pessimistic,16,100,0.8,0.9,0.78373,0.9,0.0,0,97.0,261.0,0.0
branching_mdp,greedy,17,100,0.8,0.9,0.78373,0.9,0.0,0,88.0,242.0,0.0
branching_mdp,pessimistic,17,100,0.8,0.9,0.78373,0.9,0.0,0,88.0,242.0,0.0
branching_mdp,greedy,18,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,247.0,0.0
branching_mdp,pessimistic,18,100,0.8,0.9,0.78373,0.9,0.0,0,93.0,247.0,0.0
branching_mdp,greedy,19,100,0.8,0.9,0.78373,0.9,0.0,0,88.0,239.0,0.0
branching_mdp,pessimistic,19,100,0.8,0.9,0.78373,0.9,0.0,0,88.0,239.0,0.0
branching_mdp,greedy,20,100,0.8,0.9,0.78373,0.9,0.0,0,96.0,263.0,0.0
branching_mdp,pessimistic,20,100,0.8,0.9,0.78373,0.9,0.0,0,96.0,263.0,0.0
branching_mdp,greedy,21,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,270.0,0.0
branching_mdp,pessimistic,21,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,270.0,0.0
branching_mdp,greedy,22,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,256.0,0.0
branching_mdp,pessimistic,22,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,256.0,0.0
branching_mdp,greedy,23,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,262.0,0.0
branching_mdp,pessimistic,23,100,0.8,0.9,0.78373,0.9,0.0,0,95.0,262.0,0.0
branching_mdp,greedy,24,100,0.8,0.9,0.78373,0.9,0.0,0,96.0,267.0,0.0
branching_mdp,pessimistic,24,100,0.8,0.9,0.78373,0.9,0.0,0,96.0,267.0,0.0
branching_mdp,greedy,25,100,0.8,0.9,0.78373,0.9,0.0,0,92.0,257.0,0.0
branching_mdp,pessimistic,25,100,0.8,0.9,0.78373,0.9,0.0,0,92.0,257.0,0.0
branching_mdp,greedy,26,100,0.8,0.9,0.78373,0.9,0.0,0,91.0,240.0,0.0
branching_mdp,pessimistic,26,100,0.8,0.9,0.78373,0.9,0.0,0,91.0,240.0,0.0
branching_mdp,greedy,27,100,0.8,0.15000000000000002,0.78373,0.9,0.75,1,8.0,23.0,1.0
branching_mdp,pessimistic,27,100,0.8,0.9,0.78373,0.9,0.0,0,92.0,252.0,0.0
branching_mdp,greedy,28,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,247.0,0.0
branching_mdp,pessimistic,28,100,0.8,0.9,0.78373,0.9,0.0,0,89.0,247.0,0.0
